"ALV.DE","BAS.DE","BAYN.DE","BMW.DE","DAI.DE","DBK.DE","DTE.DE","EOAN.DE","FME.DE","LIN.DE","MUV2.DE","RWE.DE","SAP.DE","SIE.DE","VOW3.DE"
0.560542648883908,0.407658531036299,0.189009358990014,0.828793223605221,0.689566537120782,0.421626508434454,0.724641168894656,0.345123447344885,0.208053059834884,0.597903906667971,0.745046868832967,0.504348413544686,0.0928932194328589,0.369871782709094,0.891584612239363
0.241932225239038,0.274566738393679,0.0693772051477263,0.563928601045794,0.416601915432264,0.287093348316358,0.264655572641461,0.508916186972146,0.255168071059133,0.385349723010348,0.144537799746008,0.952766323957894,0.320393480822954,0.206668841351376,0.481598453142338
0.674054086489812,0.471653960453423,0.488473240004055,0.596105082080661,0.605402537888192,0.893686183254371,0.524746487208677,0.602016793271765,0.201180606403138,0.577088923960476,0.896543491870451,0.816428838685334,0.899490619300638,0.689451103335581,0.857213129525231
0.500127562881164,0.596962112746132,0.408063198439384,0.422989677071629,0.378761338666525,0.588360055281435,0.640291477252445,0.679045167278266,0.477534846724265,0.627391793717843,0.687929965855793,0.7513188593013,0.906879549397213,0.604862086095453,0.805580860046291
0.435139420543991,0.294270018093573,0.561340335035094,0.426280538373799,0.42425648465764,0.481419053657592,0.102467807232459,0.338564727265626,0.49361292510288,0.724245880034405,0.610615042933383,0.384026863080288,0.42422442948998,0.463886557826553,0.735000606912146
0.154683020723715,0.17094962556156,0.242679221408442,0.250871521532833,0.271104325522517,0.282458399911138,0.130757969974054,0.293349666809979,0.161692634304772,0.402162756751024,0.0756234349951298,0.404707710327132,0.0132580218014097,0.254009672373384,0.142279992791446
0.217426462040471,0.230075981187641,0.124861492371691,0.307508168954636,0.180276545731774,0.191663147936223,0.15532346992567,0.229227818839428,0.730905763725883,0.440437051108229,0.221192206743148,0.133880044145265,0.09065733475476,0.302499216180136,0.198478688460427
0.636320880207601,0.695836139806113,0.56785204412365,0.209134117395052,0.305433822771395,0.48817275289236,0.767608426703331,0.267104046333923,0.298683263797808,0.543977930846342,0.149434450253172,0.775989888865166,0.713969920263029,0.355781000693851,0.494977354651409
0.513897047912507,0.660113699797451,0.725062496121711,0.772187568232017,0.695754301025518,0.889108993599718,0.320839815687165,0.662722982992775,0.361012256035903,0.363589311362195,0.573891885931744,0.886005525121615,0.432430961277255,0.450964653218912,0.677329886774008
0.599734876415295,0.596991339945418,0.944653994404215,0.370202231451089,0.409102893832751,0.598715047600838,0.417901675019774,0.467323907305804,0.393887025791015,0.628695200053742,0.547027038509893,0.335854745245991,0.495815665449642,0.723812906836213,0.372807162698764
0.243848119354232,0.576164359240276,0.619582123544198,0.242346738780308,0.753692234799506,0.474001246397661,0.529076512398409,0.449903102049538,0.786882202419742,0.884824458582702,0.624792996752006,0.396839253916601,0.41136957654622,0.658352116639104,0.777677770132427
0.0881784627893239,0.792298428656767,0.392122986048771,0.229610858681299,0.547810776757584,0.277453192943396,0.816381801593758,0.719788244638551,0.410253747461867,0.53292896973723,0.10771398486103,0.647795372009594,0.244019074487264,0.470575358206317,0.696839699048117
0.229826115482167,0.241422537850165,0.411028097899573,0.326207290206335,0.22718617215762,0.210076162555613,0.506464379719201,0.338267206661369,0.778849306567012,0.308952710152177,0.477274058894039,0.234776055599046,0.156552591889019,0.318049846547574,0.461058599772385
0.251752822169453,0.162926081842494,0.935773062687254,0.275122089336635,0.413935659798132,0.378843896835873,0.530886674520613,0.79022388416293,0.977312762950875,0.534749534543242,0.170029919925767,0.519515017753283,0.288633045987986,0.240426613973205,0.265254877359578
0.391004283289706,0.36199096177523,0.379806964603833,0.526598457932209,0.3381080139721,0.18332486318252,0.275870814890044,0.740030783535532,0.777338046849094,0.210315790815217,0.338806834685229,0.463460394881228,0.689877570575626,0.533019429582406,0.324323260160163
0.80011707014806,0.356347570386677,0.570578546048852,0.764079674225013,0.719449831375803,0.557519758730841,0.65467394240772,0.815315954604224,0.791125220493758,0.380300978359905,0.894711836351411,0.594544778232146,0.877639366295898,0.802058504121347,0.948274347590863
0.0826422663096109,0.379376835380409,0.470406035561183,0.0720375449409717,0.15699210203143,0.270686633393625,0.94707923298439,0.270996310895891,0.766767667774153,0.106310339559355,0.118043707918352,0.142592727488577,0.0510946142289641,0.457081579609107,0.202313310348572
0.417144961307247,0.840933158030658,0.192800415215873,0.564533700082421,0.403077707225533,0.62292822786069,0.193103290040991,0.36569066998619,0.141914285881131,0.816528278803671,0.185730645633488,0.240062103408831,0.113736939882868,0.967157566817519,0.122143090680737
0.328458335941398,0.241492483029393,0.756572378147355,0.242173609509544,0.463191097460657,0.468539341125632,0.456621003744335,0.534108458904395,0.908795877157705,0.707308710672387,0.294521822756911,0.548339595381516,0.220429613896073,0.0198306575661704,0.73003223828795
0.843162966447053,0.843650917139152,0.0383346347313512,0.616925989348952,0.835484038193385,0.853768948207365,0.920427044454679,0.904423552292086,0.755777778913607,0.36922684287478,0.906537071052384,0.987624894096624,0.789734141718407,0.257937700508994,0.972092578163423
0.576455850382106,0.840067456995183,0.839232814195256,0.919404534083322,0.815703772659267,0.845130222326272,0.407930258498442,0.459362320977733,0.267332604444695,0.978788588074503,0.371422647066915,0.917247659338635,0.322003140884892,0.704070239499949,0.921118825349986
0.763900562923712,0.607649621750819,0.286012905022607,0.329481801837119,0.865950889648,0.406712137962494,0.31155708380728,0.772000684244142,0.33667121994908,0.987968192166217,0.753713983996488,0.899816102924707,0.800703425935014,0.259888675991289,0.0677048059993628
0.350851347046314,0.356391222509821,0.334639453809766,0.589021261523197,0.386406242420101,0.835078459987236,0.45449204787661,0.342473016427209,0.29868837727077,0.0828934525840396,0.417723036705771,0.394106933382488,0.257420042324756,0.089518486631602,0.345525231012801
0.63303904627845,0.902819448305662,0.962561427564868,0.660041583769616,0.754127475109657,0.958220945855957,0.709388457462506,0.959299862352565,0.892895948464115,0.691823039691191,0.83326246473485,0.986741480306574,0.890909921548818,0.735097870489355,0.493576346125428
0.957088804516347,0.709576212842375,0.807914546548393,0.823295565637623,0.740143030192251,0.298049788781303,0.712284873637108,0.282907571934239,0.903539444280411,0.65463143418455,0.915958475373563,0.396588028226193,0.8836712736081,0.718252520191978,0.858340310682238
0.547789496007823,0.807865917105087,0.426248153376326,0.445641722682252,0.725528935973198,0.594184575329585,0.590928694338384,0.375196017939661,0.885241307959486,0.406662707757117,0.563004089456686,0.404146273264031,0.60123434442126,0.341842431604055,0.455155763442475
0.281870466397758,0.796478318220748,0.723914917102582,0.263552141873732,0.280143163736663,0.131319614073432,0.191844873135856,0.316327920634518,0.816304946174836,0.427472842787984,0.381661398802302,0.250882106670258,0.633075118934936,0.5536646379631,0.442604766368546
0.349508696579392,0.370258358386547,0.889251575972215,0.692424830894824,0.102619991850031,0.42439259152232,0.171774845578101,0.569712438349182,0.458500016632185,0.348881767404398,0.399164004420065,0.5145146103425,0.182977278012559,0.477533796708516,0.398184474387092
0.930378032844065,0.919057530557493,0.789483294730936,0.521762851797494,0.661320314966605,0.67688705074307,0.419770429622687,0.97960139869834,0.525344291676675,0.44857382955989,0.874317109224039,0.86839338525479,0.771434350864148,0.850043403208222,0.682227361549487
